Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
"right now, i'm just swamped with time and health issues right now, so i don't know what i can do to what you can do to increase that. just depending on how i'm feeling from day to day.",2,0.9722880125045776,,,,,,,,,,,,,,
"see. hold on one minute. i'm gonna be right back. can you hold on? okay. um, i'll be back in one minute, okay? hello? hold on. okay. hold on one minute. i'm gonna go get it. i'm gonna be right back. okay? hold on one second. okay? okay. i'm gonna be right back. don't you go anywhere. um, i wanna continue talking with you. just hold on one minute, okay? you're gonna wait on the line. hello? hello. you're gonna wait on the line, right? i'm gonna be right back. okay. thank you. coming right back. hold on.",7,0.9947391748428345,,,,,,,,,,,,,,
send a link to website to fill out study via email.,0,0.015703676268458366,6.0,0.2432398945093155,7.0,0.7153427004814148,,,,,,,,,,
"send a reminder for me to do it, period.",0,0.5905330181121826,1.0,0.3431313931941986,3.0,0.010042749345302582,5.0,0.011624622158706188,6.0,0.014487366192042828,7.0,0.01544118020683527,,,,
send a reminder notice.,0,0.029707351699471474,1.0,0.5019219517707825,3.0,0.010044196620583534,5.0,0.011626297608017921,6.0,0.014489454217255116,7.0,0.41746893525123596,,,,
"send a text message by phone, yeah.",0,0.02289648912847042,6.0,0.3058430254459381,7.0,0.6337625980377197,,,,,,,,,,
send another form out. i'll fill it out and send it back. i have been busy.,0,0.958465576171875,,,,,,,,,,,,,,
send another survey.,0,0.8881961703300476,1.0,0.0174117274582386,3.0,0.014290311373770237,4.0,0.011829350143671036,5.0,0.016541235148906708,6.0,0.02061477117240429,7.0,0.02197199873626232,,
send another survey. i've lost mine.,0,0.5070594549179077,6.0,0.4435347616672516,7.0,0.011904329992830753,,,,,,,,,,
send by email.,0,0.0422726608812809,1.0,0.8633354902267456,3.0,0.014290272258222103,4.0,0.011829317547380924,5.0,0.016541188582777977,6.0,0.020614715293049812,7.0,0.021971939131617546,,
"send clearly identified information and questionnaire is if that's what you want me to do. you want me to answer them, make sure they're identified so they don't look like junk mail, i guess because i don't think i ever got any follow up.",0,0.23977148532867432,4.0,0.6741254329681396,5.0,0.07536088675260544,,,,,,,,,,
send digital surveys that are shorter.,0,0.022898659110069275,6.0,0.9277007579803467,7.0,0.011903081089258194,,,,,,,,,,
send email.,0,0.04226981848478317,1.0,0.86333829164505,3.0,0.014290270395576954,4.0,0.01182931661605835,5.0,0.016541188582777977,6.0,0.020614711567759514,7.0,0.021971935406327248,,
send follow up emails reminding me to do the the survey.,0,0.018628479912877083,1.0,0.9397688508033752,,,,,,,,,,,,
send information.,0,0.8881964087486267,1.0,0.017411688342690468,3.0,0.0142902797088027,4.0,0.011829324066638947,5.0,0.016541197896003723,6.0,0.02061472460627556,7.0,0.02197195030748844,,
send it again to me. send start sending them again.,0,0.9394326210021973,6.0,0.011167610995471478,7.0,0.01190286036580801,,,,,,,,,,
send it again.,0,0.8062422275543213,1.0,0.030174793675541878,2.0,0.015847474336624146,3.0,0.02476532943546772,4.0,0.02050044573843479,5.0,0.028666215017437935,6.0,0.03572571650147438,7.0,0.038077812641859055
send it by email so i can sit down at my computer and type in answers. i don't have time to read a lot and respond by snail mail.,4,0.522926926612854,7.0,0.4540746212005615,,,,,,,,,,,,
send it by mail u. s. mail.,0,0.02289755456149578,1.0,0.4236007332801819,6.0,0.011168102733790874,7.0,0.5142679214477539,,,,,,,,
"send it electronically, please email.",0,0.6698008179664612,1.0,0.27906322479248047,6.0,0.011167855001986027,7.0,0.011903121136128902,,,,,,,,
send it in an email format instead of paper format.,0,0.5449420213699341,1.0,0.22001232206821442,7.0,0.20312386751174927,,,,,,,,,,
send it through the meal.,0,0.0422801747918129,1.0,0.01741325855255127,3.0,0.014291567727923393,4.0,0.011830390430986881,5.0,0.016542689874768257,6.0,0.02061658352613449,7.0,0.8678800463676453,,
send it to me again.,0,0.8062422275543213,1.0,0.030174793675541878,2.0,0.015847474336624146,3.0,0.02476532943546772,4.0,0.02050044573843479,5.0,0.028666215017437935,6.0,0.03572571650147438,7.0,0.038077812641859055
"send it to me by email, period. that's pretty much all i would take.",0,0.013569992035627365,6.0,0.9571535587310791,,,,,,,,,,,,
send it to me online.,0,0.04227640479803085,1.0,0.017411695793271065,3.0,0.014290285296738148,4.0,0.01182932872325182,5.0,0.01654120534658432,6.0,0.020614733919501305,7.0,0.8678919076919556,,
send it to the correct address.,0,0.9214279055595398,1.0,0.012236391194164753,3.0,0.010042762383818626,5.0,0.011624637059867382,6.0,0.01448738481849432,7.0,0.015441199764609337,,,,
send material to my new address.,0,0.9214264154434204,1.0,0.01223662681877613,3.0,0.010042956098914146,5.0,0.011624861508607864,6.0,0.014487664215266705,7.0,0.015441497787833214,,,,
"send me a copy of my first one, so i know how i filled out all the long questions about eating history and stuff like that.",5,0.41436347365379333,6.0,0.5632782578468323,,,,,,,,,,,,
send me a link to the study.,0,0.5190352201461792,1.0,0.012236264534294605,3.0,0.01004265807569027,5.0,0.011624516919255257,6.0,0.4168807566165924,7.0,0.015441040508449078,,,,
send me a new form and i'll fill it out.,0,0.939432680606842,6.0,0.011167602613568306,7.0,0.011902851052582264,,,,,,,,,,
send me a new online form instead of paper forms. my email is barkley at ross dot com. that's b a r c l a y at e c k e n r o t h dot com.,1,0.9848765730857849,,,,,,,,,,,,,,
send me a new survey.,0,0.9214293360710144,1.0,0.012236171402037144,3.0,0.010042581707239151,5.0,0.011624428443610668,6.0,0.014487124048173428,7.0,0.015440922230482101,,,,
"send me a notification, send a notification.",0,0.4812101125717163,4.0,0.4646270275115967,6.0,0.011168399825692177,7.0,0.011903700418770313,,,,,,,,
send me a reminder voice message such,0,0.39105406403541565,1.0,0.5577979683876038,6.0,0.011170457117259502,7.0,0.011905893683433533,,,,,,,,
send me a survey.,0,0.888196587562561,1.0,0.017411664128303528,3.0,0.014290259219706059,4.0,0.011829307302832603,5.0,0.016541173681616783,6.0,0.02061469666659832,7.0,0.021971918642520905,,
send me a text message with the link in it so i can go directly to it when i have time.,0,0.015701204538345337,6.0,0.9504222273826599,,,,,,,,,,,,
send me a text message with the link so that i can fill it out when it's convenient for me.,0,0.018635237589478493,6.0,0.9411733150482178,,,,,,,,,,,,
send me again.,0,0.8062422275543213,1.0,0.030174793675541878,2.0,0.015847474336624146,3.0,0.02476532943546772,4.0,0.02050044573843479,5.0,0.028666215017437935,6.0,0.03572571650147438,7.0,0.038077812641859055
send me an electronic version that i can complete on my computer.,0,0.01862913928925991,1.0,0.2505129277706146,7.0,0.6989361643791199,,,,,,,,,,
send me an email for my correct name or have someone call me because you don't have my correct name.,0,0.01194601971656084,1.0,0.9613714218139648,,,,,,,,,,,,
send me an email so i can quickly do it online. i i haven't been able to do the the the paper ones because it just it it ends up taking too long for me.,1,0.4421038031578064,2.0,0.2511395514011383,7.0,0.2826750874519348,,,,,,,,,,
"send me an email, um, form to fill out instead of one in the mail because i don't even know if you have the right address anymore.",0,0.4111684262752533,7.0,0.5729393362998962,,,,,,,,,,,,
"send me an email. uh, with the link to a survey online, i can do it online instead of receiving, uh, the survey in the mail.",1,0.24136997759342194,6.0,0.2804914116859436,7.0,0.46015113592147827,,,,,,,,,,
send me another form.,0,0.8881958723068237,1.0,0.01741177774965763,3.0,0.014290351420640945,4.0,0.011829383671283722,5.0,0.01654128171503544,6.0,0.020614828914403915,7.0,0.021972060203552246,,
send me another one.,0,0.8881958723068237,1.0,0.017411774024367332,3.0,0.014290348626673222,4.0,0.011829380877315998,5.0,0.01654127798974514,6.0,0.020614825189113617,7.0,0.021972056478261948,,
send me another packet and i will fill it out this time.,0,0.9394325017929077,6.0,0.011167632415890694,7.0,0.011902882717549801,,,,,,,,,,
send me another packet and i'll fill it out and do it.,0,0.9214289784431458,1.0,0.012236224487423897,3.0,0.010042625479400158,5.0,0.011624478735029697,6.0,0.014487187378108501,7.0,0.015440990217030048,,,,
"send me another paper and i will do the, uh, survey. i just hadn't taken the time to do it. i'm sorry.",0,0.5476276278495789,2.0,0.2215367555618286,7.0,0.2049313634634018,,,,,,,,,,
send me another study form.,0,0.9214292764663696,1.0,0.012236185371875763,3.0,0.010042592883110046,5.0,0.011624441482126713,6.0,0.01448714081197977,7.0,0.01544093992561102,,,,
send me another study so i can complete it. it seems that i misplaced it or lost it.,0,0.5076633095741272,5.0,0.18406614661216736,6.0,0.28053849935531616,,,,,,,,,,
send me another survey and i will be happy to complete it. i have been overloaded with work and time has been a factor.,0,0.48148223757743835,4.0,0.31530749797821045,7.0,0.18115273118019104,,,,,,,,,,
send me another survey and i'll be happy to fill it out. thank you.,0,0.9507235884666443,,,,,,,,,,,,,,
"send me another survey and i'll fill it out. when i first started this cancer study, um, i wasn't able to give blood, and i wasn't i didn't i wasn't able to donate my blood for this, so i maybe i haven't taken that serious, so send me another study and i'll fill it out.",0,0.44984835386276245,2.0,0.44694021344184875,4.0,0.09266569465398788,,,,,,,,,,
send me another survey.,0,0.8881961703300476,1.0,0.01741172932088375,3.0,0.014290312305092812,4.0,0.01182935107499361,5.0,0.016541237011551857,6.0,0.02061477303504944,7.0,0.02197200059890747,,
"send me another survey. 1007 d avenue, west columbia, south carolina 29169",0,0.9717611074447632,,,,,,,,,,,,,,
send me another survey. i will complete it and return it.,0,0.9394324421882629,6.0,0.011167648248374462,7.0,0.011902899481356144,,,,,,,,,,
send me another survey. i'll fill it out.,0,0.9214295148849487,1.0,0.012236147187650204,3.0,0.01004256121814251,5.0,0.011624405160546303,6.0,0.014487095177173615,7.0,0.015440891496837139,,,,
send me information at my new email address.,0,0.7160499095916748,1.0,0.24234770238399506,,,,,,,,,,,,
send me information by mail.,0,0.9214293956756592,1.0,0.012236162088811398,3.0,0.010042574256658554,5.0,0.011624420061707497,6.0,0.014487113803625107,7.0,0.015440912917256355,,,,
send me information.,0,0.8881964087486267,1.0,0.017411688342690468,3.0,0.0142902797088027,4.0,0.011829324066638947,5.0,0.016541197896003723,6.0,0.02061472460627556,7.0,0.02197195030748844,,
"send me my information in a way i can read it, such as email.",0,0.35263749957084656,1.0,0.35807594656944275,2.0,0.2517133951187134,,,,,,,,,,
send me reminders about the surveys and also for them to be in electronic format.,0,0.36876899003982544,1.0,0.39328593015670776,7.0,0.21103990077972412,,,,,,,,,,
"send me text message reminders before the surveys are sent so i can update my address in case i've moved. so the survey will reach me, and i can fill it out.",0,0.8243789076805115,6.0,0.1566486954689026,,,,,,,,,,,,
send me text messages with links to email? no.,0,0.02289578877389431,1.0,0.37347516417503357,6.0,0.5636613368988037,7.0,0.011902975849807262,,,,,,,,
send me the form again.,0,0.8881962895393372,1.0,0.017411714419722557,3.0,0.014290299266576767,4.0,0.01182934083044529,5.0,0.016541220247745514,6.0,0.020614754408597946,7.0,0.02197198010981083,,
send me the forms that need to be filled out.,0,0.9394327998161316,6.0,0.011167574673891068,7.0,0.011902821250259876,,,,,,,,,,
send me the forms.,0,0.8881962895393372,1.0,0.017411714419722557,3.0,0.014290299266576767,4.0,0.01182934083044529,5.0,0.016541220247745514,6.0,0.020614754408597946,7.0,0.02197198010981083,,
send me the information again.,0,0.8881964087486267,1.0,0.017411688342690468,3.0,0.0142902797088027,4.0,0.011829324066638947,5.0,0.016541197896003723,6.0,0.02061472460627556,7.0,0.02197195030748844,,
send me the information to fill out.,0,0.9214296340942383,1.0,0.012236127629876137,3.0,0.010042545385658741,5.0,0.01162438653409481,6.0,0.014487072825431824,7.0,0.015440867282450199,,,,
send me the link to complete the survey online.,0,0.018628766760230064,6.0,0.6259211897850037,7.0,0.3249433636665344,,,,,,,,,,
send me the mail again.,0,0.8881961107254028,1.0,0.017411740496754646,3.0,0.014290321618318558,4.0,0.011829358525574207,5.0,0.016541246324777603,6.0,0.020614786073565483,7.0,0.021972021088004112,,
send me the package and i'll fill them out.,0,0.9214285612106323,1.0,0.012236292473971844,3.0,0.010042681358754635,5.0,0.011624542996287346,6.0,0.014487267471849918,7.0,0.015441074967384338,,,,
send me the packets. i moved and i haven't received packets since i moved.,0,0.964106023311615,,,,,,,,,,,,,,
send me the paperwork.,0,0.8881943225860596,1.0,0.017412016168236732,3.0,0.01429054792970419,4.0,0.011829545721411705,5.0,0.016541508957743645,6.0,0.0206151120364666,7.0,0.02197236195206642,,
send me the questionnaire electronically.,0,0.9214274287223816,1.0,0.012236467562615871,3.0,0.010042824782431126,5.0,0.011624709703028202,6.0,0.014487475156784058,7.0,0.015441297553479671,,,,
"send me the questionnaire is again, i'll fill them out.",0,0.9214290976524353,1.0,0.012236214242875576,3.0,0.010042617097496986,5.0,0.011624469421803951,6.0,0.014487175270915031,7.0,0.015440977178514004,,,,
"send me the send me the next study, i will participate.",0,0.9507233500480652,,,,,,,,,,,,,,
send me the study and fill them out.,0,0.9214295744895935,1.0,0.012236133217811584,3.0,0.010042550042271614,5.0,0.011624392122030258,6.0,0.014487079344689846,7.0,0.015440873801708221,,,,
send me the survey link via text message.,0,0.018628209829330444,6.0,0.9411801695823669,,,,,,,,,,,,
send me the survey via mail.,0,0.02289796620607376,6.0,0.011167646385729313,7.0,0.9284374117851257,,,,,,,,,,
send me the survey.,0,0.888196587562561,1.0,0.017411665990948677,3.0,0.014290261082351208,4.0,0.011829308234155178,5.0,0.016541175544261932,6.0,0.02061469852924347,7.0,0.021971920505166054,,
send me the survey. sorry. forgot to complete them. well completed. just forgot to mail. thank you.,0,0.974495530128479,,,,,,,,,,,,,,
send me the surveys again and i will try to complete them.,0,0.9394327402114868,6.0,0.011167583055794239,7.0,0.011902830563485622,,,,,,,,,,
"send me the surveys, okay?",0,0.9214288592338562,1.0,0.012236244045197964,3.0,0.010042641311883926,5.0,0.01162449736148119,6.0,0.014487210661172867,7.0,0.015441015362739563,,,,
"send me the, uh, information that you would like me to fill out since i haven't received anything.",0,0.9641048312187195,,,,,,,,,,,,,,
"send me the, uh, survey again at 43 excuse me. box 433 ironwood, michigan four.",3,0.4991711974143982,6.0,0.4736367464065552,,,,,,,,,,,,
send me updated correspondence.,0,0.9214094877243042,1.0,0.01223926804959774,3.0,0.010045123286545277,5.0,0.011627369560301304,6.0,0.014490790665149689,7.0,0.015444830060005188,,,,
send me updates regularly via email or regular mail.,0,0.7231324315071106,7.0,0.2434850037097931,,,,,,,,,,,,
send me.,0,0.8062422275543213,1.0,0.030174793675541878,2.0,0.015847474336624146,3.0,0.02476532943546772,4.0,0.02050044573843479,5.0,0.028666215017437935,6.0,0.03572571650147438,7.0,0.038077812641859055
send more information.,0,0.8881964087486267,1.0,0.017411688342690468,3.0,0.0142902797088027,4.0,0.011829324066638947,5.0,0.016541197896003723,6.0,0.02061472460627556,7.0,0.02197195030748844,,
send new information and or survey.,0,0.939432680606842,6.0,0.011167595162987709,7.0,0.011902843602001667,,,,,,,,,,
send online and ability to fill out online.,0,0.018630675971508026,7.0,0.9417758584022522,,,,,,,,,,,,
"send out another form. i'll make sure i fill it out this time and get it back to you in a timely manner. i know some of them. i did not send back, but i thought i had sent back a couple of them over the years. thank you.",0,0.985605776309967,,,,,,,,,,,,,,
send questionnaire via email and be able to respond in that format.,0,0.3202560245990753,2.0,0.18480278551578522,7.0,0.46496477723121643,,,,,,,,,,
send reminder emails.,0,0.029700448736548424,1.0,0.9039652943611145,3.0,0.01004254724830389,5.0,0.01162438839673996,6.0,0.014487074688076973,7.0,0.015440869145095348,,,,
"send reminder text and or emails, um, to let us know that we've got a survey that needs to be completed that way. we've got received the survey in the mail. we can hopefully go online and completed or call to receive another survey.",0,0.5090376138687134,1.0,0.25351542234420776,7.0,0.23069629073143005,,,,,,,,,,
send shorter studies period.,0,0.6442509889602661,6.0,0.30634844303131104,7.0,0.011903053149580956,,,,,,,,,,
send something that i can i can complete quickly.,0,0.022897405549883842,6.0,0.011167789809405804,7.0,0.928437352180481,,,,,,,,,,
send the info. the questionnaire again. i have more time now.,0,0.02290123887360096,6.0,0.9276975393295288,7.0,0.01190321147441864,,,,,,,,,,
"send the information and i'll send out. i filled it out. i thought i sent in information that was, uh, sent to me, but, um, send it. i will definitely fill it out, okay?",0,0.9815974235534668,,,,,,,,,,,,,,
send the necessary surveys again. my apologies for being a neglectful.,0,0.018632905557751656,6.0,0.9411653280258179,,,,,,,,,,,,
send the questionnaire to my new address.,0,0.9214284420013428,1.0,0.012236308306455612,3.0,0.010042693465948105,5.0,0.01162455789744854,6.0,0.01448728609830141,7.0,0.015441094525158405,,,,
send the research info.,0,0.5972634553909302,1.0,0.012238256633281708,3.0,0.010044293478131294,5.0,0.011626409366726875,6.0,0.33864209055900574,7.0,0.01544355507940054,,,,
"send the research online by email, email, email or electronic reminder and ability to do.",0,0.010669303126633167,1.0,0.650985598564148,7.0,0.3200604319572449,,,,,,,,,,
send the research packet through my email and send me a text and let me know it's there so i can complete it.,0,0.5359248518943787,1.0,0.3055324852466583,2.0,0.13444499671459198,,,,,,,,,,
send the study at a different time of the year.,0,0.6479741930961609,4.0,0.3079608082771301,,,,,,,,,,,,
send the study electronically instead of paper.,0,0.022900061681866646,6.0,0.011167770251631737,7.0,0.9284347295761108,,,,,,,,,,
send the study electronically.,0,0.9214279651641846,1.0,0.01223638653755188,3.0,0.010042757727205753,5.0,0.011624632403254509,6.0,0.014487378299236298,7.0,0.01544119417667389,,,,
"send the study to me on email versus on paper, and that way i can just respond to it when i'm at work or when i have some free time and they don't look for the paper.",4,0.2739666700363159,7.0,0.7030362486839294,,,,,,,,,,,,
send the study via email because my mail service is horrible.,0,0.015702536329627037,7.0,0.9509227871894836,,,,,,,,,,,,
send the survey to me again.,0,0.888196587562561,1.0,0.017411664128303528,3.0,0.014290259219706059,4.0,0.011829307302832603,5.0,0.016541173681616783,6.0,0.02061469666659832,7.0,0.021971918642520905,,
send the survey via email with a link to complete online.,0,0.015700431540608406,6.0,0.37896138429641724,7.0,0.5796248912811279,,,,,,,,,,
send the survey.,0,0.888196587562561,1.0,0.017411664128303528,3.0,0.014290259219706059,4.0,0.011829307302832603,5.0,0.016541173681616783,6.0,0.02061469666659832,7.0,0.021971918642520905,,
send the surveys electronically.,0,0.9214280843734741,1.0,0.012236370705068111,3.0,0.010042744688689709,5.0,0.011624617502093315,6.0,0.01448736060410738,7.0,0.015441174618899822,,,,
send the surveys to me online and give me a deadline when do reply by.,0,0.01570722460746765,4.0,0.34850752353668213,7.0,0.6068003177642822,,,,,,,,,,
send the surveys via email to be completed online. mhm.,0,0.01570025458931923,7.0,0.9509283900260925,,,,,,,,,,,,
send the um flyers via email or the documents to be filled out by email questionnaire would be more convenient.,1,0.3418103754520416,6.0,0.4529353380203247,7.0,0.18379278481006622,,,,,,,,,,
"send them in a different format and make them shorter so that it's not as much information needed at one time. they're just too overwhelming, and i don't have time to sit down and actually complete them. um, and then they get lost after i start them, or i never get them actually mailed back in because i don't finish them.",0,0.5220072865486145,5.0,0.4691128730773926,,,,,,,,,,,,
"send them to my actual address. i'm gonna receive them, so",0,0.5220056772232056,6.0,0.4377932846546173,,,,,,,,,,,,
"send them to my home address, okay?",0,0.5155084729194641,6.0,0.01116786990314722,7.0,0.4358259439468384,,,,,,,,,,
send them to my new address.,0,0.888195276260376,1.0,0.017411869019269943,3.0,0.01429042685776949,4.0,0.011829445138573647,5.0,0.016541367396712303,6.0,0.02061493694782257,7.0,0.0219721756875515,,
"send, uh, information. send packets to my house to complete.",0,0.964104413986206,,,,,,,,,,,,,,
send. send another email.,0,0.5578455328941345,1.0,0.3758199214935303,3.0,0.010042596608400345,5.0,0.011624445207417011,6.0,0.014487145468592644,7.0,0.015440945513546467,,,,
sending me the surveys.,0,0.888196587562561,1.0,0.017411664128303528,3.0,0.014290259219706059,4.0,0.011829307302832603,5.0,0.016541173681616783,6.0,0.02061469666659832,7.0,0.021971918642520905,,
"sending text reminders to fill out the survey survey or, um, texting a link. just fill out the survey would make it a lot easier to fill it out mhm.",6,0.9807180762290955,,,,,,,,,,,,,,
sending you a survey.,0,0.888196587562561,1.0,0.017411664128303528,3.0,0.014290259219706059,4.0,0.011829307302832603,5.0,0.016541173681616783,6.0,0.02061469666659832,7.0,0.021971918642520905,,
sends the constant information on the investigations being finalized to be oriented.,0,0.015705980360507965,6.0,0.9504080414772034,,,,,,,,,,,,
sent by email.,0,0.04227131977677345,1.0,0.8633368015289307,3.0,0.014290270395576954,4.0,0.01182931661605835,5.0,0.016541188582777977,6.0,0.020614711567759514,7.0,0.021971935406327248,,
short in the surveys.,0,0.04225584492087364,1.0,0.017411693930625916,3.0,0.014290283434092999,4.0,0.011829327791929245,5.0,0.01654120348393917,6.0,0.8665552139282227,7.0,0.02197195589542389,,
short in this study to read the paperwork. he asked me the same question 25 times and you'll have five hours to fill it out.,2,0.6996046900749207,6.0,0.27203378081321716,,,,,,,,,,,,
"shorten the forms, so i don't have to spend hours trying to finish them or send them instead of all at one time make it twice a month every other month or something on that order.",0,0.1582292765378952,1.0,0.48362621665000916,5.0,0.3475439250469208,,,,,,,,,,
shorten the questionnaire.,0,0.04225526005029678,1.0,0.01741202175617218,3.0,0.014290551654994488,4.0,0.011829549446702003,5.0,0.016541512683033943,6.0,0.8665541410446167,7.0,0.02197236754000187,,
"shorten the survey questions. the survey is too long, so it takes a lot of time.",0,0.011944363825023174,5.0,0.9611286520957947,,,,,,,,,,,,
shorten the survey so that it doesn't take so long to complete.,0,0.018623080104589462,6.0,0.9411861896514893,,,,,,,,,,,,
shorten the survey.,0,0.04225641116499901,1.0,0.017411915585398674,3.0,0.014290465041995049,4.0,0.011829477734863758,5.0,0.016541412100195885,6.0,0.866553544998169,7.0,0.021972235292196274,,
shorten the survey. it takes way too long.,0,0.018622662872076035,6.0,0.9411864876747131,,,,,,,,,,,,
"shorten the survey. the ones i have received in the past are ridiculously long. survey research does not have more than 10 or 20 really specific questions and simple answers. um, i just cannot sit down and focus on something like that. it it takes over an hour to complete those survey.",5,0.6207243204116821,6.0,0.3687911927700043,,,,,,,,,,,,
shorten the surveys.,0,0.04225635156035423,1.0,0.017411917448043823,3.0,0.014290466904640198,4.0,0.011829478666186333,5.0,0.016541413962841034,6.0,0.8665536046028137,7.0,0.021972237154841423,,
shorten this survey.,0,0.0422564335167408,1.0,0.017411915585398674,3.0,0.014290465041995049,4.0,0.011829477734863758,5.0,0.016541412100195885,6.0,0.866553544998169,7.0,0.021972235292196274,,
"shorten up the survey so that it would be less time consuming to, uh, uh, react respond.",0,0.010670928284525871,1.0,0.4401988983154297,5.0,0.5294719934463501,,,,,,,,,,
shorten your surveys.,0,0.04225661978125572,1.0,0.017411915585398674,3.0,0.014290465041995049,4.0,0.011829477734863758,5.0,0.016541412100195885,6.0,0.8665533065795898,7.0,0.021972235292196274,,
shorter data applications.,0,0.02969781868159771,1.0,0.012238683179020882,2.0,0.3037341833114624,3.0,0.010044642724096775,4.0,0.3053978979587555,5.0,0.011626814492046833,6.0,0.31181588768959045,7.0,0.015444091521203518
shorter forms.,0,0.46522071957588196,1.0,0.017411937937140465,3.0,0.014290484599769115,4.0,0.011829493567347527,5.0,0.016541434451937675,6.0,0.44358915090560913,7.0,0.02197226509451866,,
shorter online survivals.,0,0.029698900878429413,1.0,0.012239128351211548,3.0,0.010045007802546024,5.0,0.011627237312495708,6.0,0.31736335158348083,7.0,0.604283332824707,,,,
"shorter question. i had a hard time remembering the answers, uh, or coming up with an answer. it was very repetitive, i thought.",5,0.9713848829269409,,,,,,,,,,,,,,
shorter questions. the week long questions are too much.,0,0.015697037801146507,5.0,0.9489133954048157,,,,,,,,,,,,
shorter studies.,0,0.042280975729227066,1.0,0.017411841079592705,3.0,0.014290404506027699,4.0,0.011829427443444729,5.0,0.016541343182325363,6.0,0.8665294051170349,7.0,0.02197214402258396,,
shorter survey information. i was insulted the first time by the amount of food recall and dietary recall. almost impossible. what was being asked of individuals? it's about health. literacy. i like to support you. i will support this. i think it's important. thank you.,6,0.9864937663078308,,,,,,,,,,,,,,
"shorter survey would be better for what i have going on right now for time and i just like i say, the number of questions in in the current survey, it's been needing more time than i his first thought.",5,0.521581768989563,6.0,0.46249809861183167,,,,,,,,,,,,
shorter survey.,0,0.042255859822034836,1.0,0.017411693930625916,3.0,0.014290283434092999,4.0,0.011829327791929245,5.0,0.01654120348393917,6.0,0.8665552139282227,7.0,0.02197195589542389,,
shorter survey. put it online. tell me how i can do it online. send it to my email address.,0,0.010672302916646004,1.0,0.33102142810821533,6.0,0.16907984018325806,7.0,0.47614654898643494,,,,,,,,
shorter surveys and maybe just a small paid incentive.,0,0.015702903270721436,2.0,0.19581322371959686,4.0,0.1748201698064804,6.0,0.5875692367553711,,,,,,,,
shorter surveys more often.,0,0.029697105288505554,1.0,0.0122365178540349,3.0,0.010042865760624409,5.0,0.011624757200479507,6.0,0.9062175154685974,7.0,0.01544135995209217,,,,
shorter surveys without repeat historical questions.,0,0.015700889751315117,5.0,0.5194277763366699,6.0,0.4371335208415985,,,,,,,,,,
shorter surveys.,0,0.04225606471300125,1.0,0.0174117311835289,3.0,0.01429031416773796,4.0,0.011829352006316185,5.0,0.016541237011551857,6.0,0.866554856300354,7.0,0.02197200246155262,,
shorter time constraints.,0,0.02969815395772457,1.0,0.012237614020705223,2.0,0.5170751810073853,3.0,0.010043765418231487,5.0,0.011625799350440502,6.0,0.39556264877319336,7.0,0.015442742966115475,,
"shorter, more precise surveys. i remember filling out the first one and getting through, maybe paid one or page two, and it was lengthy, and there were so many questions that i didn't have the answer to, that i would have to go look up and that that's what lost my interest.",5,0.18781763315200806,6.0,0.7992434501647949,,,,,,,,,,,,
shorter.,0,0.07322140783071518,1.0,0.030175065621733665,2.0,0.015847617760300636,3.0,0.024765552952885628,4.0,0.020500630140304565,5.0,0.028666473925113678,6.0,0.7687450647354126,7.0,0.03807815536856651
"simpler, shorter response forms.",0,0.25203484296798706,2.0,0.2663862705230713,6.0,0.4371293783187866,7.0,0.011903831735253334,,,,,,,,
"simplified questions, questions short of survey.",0,0.01862378977239132,5.0,0.9393893480300903,,,,,,,,,,,,
simplified the format and the questions.,0,0.029709575697779655,1.0,0.012237848713994026,3.0,0.010043958202004433,5.0,0.9033350348472595,6.0,0.014489109627902508,7.0,0.015443039126694202,,,,
simplify responding particularly on the first questionnaire.,0,0.2534283399581909,4.0,0.7024754285812378,,,,,,,,,,,,
simplify the survey.,0,0.0422770194709301,1.0,0.017412133514881134,3.0,0.014290643855929375,4.0,0.8577461838722229,5.0,0.0165416207164526,6.0,0.02061525173485279,7.0,0.02197251096367836,,
"simplify the survey. the last survey i looked at required a detailed dietary history, which i don't have the time or the inclination to provide.",4,0.9727999567985535,,,,,,,,,,,,,,
simplify.,0,0.07322461903095245,1.0,0.03017638809978962,2.0,0.0158483125269413,3.0,0.02476663887500763,4.0,0.7535089254379272,5.0,0.02866773121058941,6.0,0.0357276052236557,7.0,0.038079824298620224
smaller question is.,0,0.04225153848528862,1.0,0.017412159591913223,3.0,0.01429066527634859,4.0,0.01182964351028204,5.0,0.8624834418296814,6.0,0.02061528153717518,7.0,0.021972542628645897,,
"smaller, more frequent questionnaire. not so labor intensive, exhaustive, overwhelming.",0,0.013566121459007263,2.0,0.9534717798233032,,,,,,,,,,,,
"so i don't check my email very often. sometimes i miss emails or i see them think i'm gonna get back to it, and then i don't. so it's totally on my card, you know, being, um lackadaisical and not getting back to you, and i apologize.",1,0.9833133220672607,,,,,,,,,,,,,,
"so i don't think that the questions, the answers to the questions that you listed were reasons to participate in the study. but i, um i guess i just don't understand the question you were asking me.",3,0.5431980490684509,5.0,0.43323713541030884,,,,,,,,,,,,
some surveys via email and allow me to complete them online.,0,0.01862444169819355,7.0,0.9417828321456909,,,,,,,,,,,,
somebody can do a quick phone call like you're doing right now.,0,0.01862289384007454,3.0,0.9383960366249084,,,,,,,,,,,,
